% White-alone,% Black-alone,R_death_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI
0.6484574100835017,-0.5572258012832807,-0.13837597436737373,0.11693630150052581,0.16133779999815517,-0.3024849592324959,0.059489000953372666,0.2532413810459545,0.16814910761899493,-0.1732888407299396,-0.05287230473832959,-0.2868240656277026,1.3732068432029618,-0.1732888407299396,-0.03238032107524441,0.4604336163643372,0.42003675925020034,0.48445805455462,0.7962520707860156,0.7642285472181067,0.8335075443658836,0.866051431068803,0.8189162535145986,0.8744653198538882,0.9510606821917282,0.8566478657325811,0.9895210017317759,0.20931199849310725,0.3144786010209419,0.6447252032159826,0.5764302626947071,0.6574519098885914
0.7598922371586866,-0.564854560308601,1.0340333255930394,-0.5056732411844466,1.9779247726353886,-0.42970488627659054,-0.022268505554381604,-0.017433494949054978,-0.11783734992820684,-0.5040646177568497,-0.41116624003634306,-0.5889361066596117,0.5391727298159648,-0.5040646177568497,-0.7109926599169133,-0.009885692478868589,-0.09874161905076972,0.061750764222291595,-0.4012644312149975,-0.4714737218600681,-0.324418687456481,0.35118933231249816,0.2559393435998,0.35072852058991255,0.35097632043349386,0.23036747029595625,0.4133682164727389,-0.060621421492429536,0.06413717676668716,0.10998503906942236,0.0003821974954885106,0.16194660006556705
0.5387032000332017,-0.37999256368112666,-0.44093321306683547,-0.4098871576944506,1.335132459240675,-0.5887297950817089,-0.4801105419978057,-0.7053988047697033,-0.7470075565320508,0.1381982556075626,0.16249923357499838,0.11401512045274033,-0.22535854078878328,0.1381982556075626,0.4282835293793189,0.037146238405451545,0.0427433932131311,0.046094938654427334,-0.2903832736223111,-0.2917352099941515,-0.2588756932023855,-0.7357417650619223,-0.7449084962487302,-0.6967450779380386,0.05093413955437627,0.03766581016160981,-0.009143826050554752,-0.33055484147796704,-0.3292564899185695,-0.9594952892236988,-0.9596979111698765,-0.9942324561881566
-0.5795748544883469,-0.5564092655277626,-0.4787528679042681,-0.8728532278960968,-0.2019795945292917,0.2806063730529382,-0.8725465732350259,-0.9647955609315872,-1.0329940140792526,0.649527556708559,0.7046968983264245,0.5921614985570528,-0.5728727547000323,0.649527556708559,1.4635388492180685,0.021468928110677795,0.0427433932131311,-0.016528363617028603,0.3305512088967323,0.3822842095030352,0.3310112550844804,-0.4497072657528643,-0.4321435462960645,-0.4872503582324482,-0.4205607161128076,-0.3477375101070831,-0.4316558685738484,-0.6390501786042947,-0.7226501566038261,-0.7812485678415118,-0.7676818894368042,-0.8290640195804815
-0.19131248341614984,0.13491408855416212,-0.024917009855075414,-0.7132097554127705,0.30107525943178853,-0.04804510514430664,0.3538160243812882,0.7382005338703462,0.6142879813926295,-0.3139026059043968,-0.25704715757359464,-0.36580578166652966,0.0526528303402161,-0.3139026059043968,-0.20079506210164424,0.1939193413531868,0.21566951931345482,0.15568571762947495,0.5523135240821051,0.6069573493354308,0.5276402378467686,-0.10646586658199422,-0.05682560635286522,-0.17300827867406304,0.22238681434244334,0.27854288532954263,0.22131728805305992,-0.13774525577401198,-0.2219673080953174,-0.06826168231276462,0.0003821974954885106,-0.16839027314978222
-1.962690629048631,-0.2561464475326109,-1.0838673453031908,-0.29813672695612237,-3.066597512918775,3.7579510455915264,-0.8234920693303736,-1.1452454782615933,-0.9986756391735885,4.145296184849882,4.2857335465847965,3.9809794738272206,-1.1983983397402802,4.145296184849882,2.8455304005817594,-3.5843124396872335,-3.462940799547972,-3.711303197632942,-4.038166400255113,-3.90897276129572,-4.169607683696788,-2.2803280613308363,-2.2461802560215256,-2.320329155656363,-2.263676970084527,-2.226578696416959,-2.352165152770639,-1.4874123557016974,-1.652489732405342,-2.02897561751682,-1.9197780198352414,-1.985243075834206
-0.9361797151568625,1.3274863819900125,0.39109919335668397,0.8512962749238264,1.0556575403734083,-1.193024448541159,0.8770640660309154,1.4148877238578694,1.632399770260668,-0.29274959176545495,-0.22448163445112404,-0.3556888657428283,0.1916585159047158,-0.29274959176545495,-0.3196760557673383,-0.10394955424750997,-0.051579948296136484,-0.15743079372780586,-0.46779312577061033,-0.40407177991034926,-0.499200005467405,0.2939824324506867,0.38104532358086696,0.24598116073711782,0.6510185013126106,0.7602970356654084,0.5670089592084823,0.9805503413089275,0.8509245101372005,0.8229719245981695,0.7684462844277803,0.6574519098885914
0.5821660244553165,-0.5933344248271175,-0.6678511420914315,-0.02674282373446786,-0.09018962698238443,-0.11165506866635376,-0.8071405680288227,-0.7956237634347064,-0.769886473135827,0.02268128686913809,-0.05272594283665556,0.09440923511094669,-0.8508841258290313,0.02268128686913809,0.17566141783971917,-0.9975562410496014,-1.0734161479798663,-0.9245662465531436,-1.0221989137340424,-1.1005585133907758,-0.9580009652460768,-0.4497072657528643,-0.5572495262771303,-0.33012931845325516,-1.2778240900531423,-1.4075966408459872,-1.1998595822525648,-1.0632312671529958,-0.9729915808580802,-0.6030018464593248,-0.7676818894368042,-0.49872714636513227
0.23389289400850227,-0.33898091807028674,-0.25183493887967207,-1.1602114783660842,-0.7609294322638246,1.9980753881482165,-1.5429581265986112,-1.630204631085985,-1.58208801256988,2.563265842655059,2.7959157494448954,2.3226425243476787,-0.29486138357103286,2.563265842655059,2.76627640480463,-1.1700066542921104,-1.1677394894891326,-1.1594036300711041,-1.1552563028452656,-1.1454931413572547,-1.1546299480083657,-1.3078107636800387,-1.3704383961540618,-1.2728555571284117,-1.1492345839620917,-1.2148949807116411,-1.0846290252007575,-0.9089835985898321,-0.8657023990348288,-1.3159887319880719,-1.3437299546360228,-1.3245693294035066
0.36293413232334093,-0.46525136102781944,0.2398205740069531,1.0747971364004836,1.0836050322601354,-1.0658045214970642,1.498421115489848,0.9412066908666028,0.8087587725247267,-1.6689862031848104,-1.640752575999828,-1.6836561814380537,0.9561897865094632,-1.6689862031848104,-1.3499780008700177,0.24095127223750695,0.27855174698629953,0.218309019900932,0.15314135674843463,0.18007838365387954,0.15622993707355645,-0.5641210654764877,-0.5572495262771303,-0.5919977180852429,-1.4064135961441924,-1.2630703957452276,-1.4687308820401155,0.47924541847864477,0.45753084345194445,0.6447252032159826,0.5764302626947071,0.6574519098885914
